Image,Dominant Color (RGB)
WOMEN-Pants-id_00003919-03_7_additional.png,[17.72236893 17.45859148 16.46142518]
WOMEN-Pants-id_00003919-04_1_front.png,[16.50961591 21.12274699 30.0690772 ]
WOMEN-Pants-id_00003919-05_1_front.png,[52.19244598 45.45863452 19.30021194]
WOMEN-Pants-id_00003919-08_1_front.png,[186.36712269  17.34399005  39.75628064]
WOMEN-Pants-id_00003919-09_1_front.png,[  2.63698619 117.13323259 123.16777855]
WOMEN-Pants-id_00003929-01_1_front.png,[78.27877887 23.82713747 26.73061659]
WOMEN-Pants-id_00003945-01_1_front.png,[55.31870081  7.9055062   6.76785912]
WOMEN-Pants-id_00003983-02_1_front.png,[223.12326881 219.42520441 218.71894293]
WOMEN-Pants-id_00004003-03_1_front.png,[31.09314975 28.94757547 39.66143847]
WOMEN-Pants-id_00004015-01_1_front.png,[ 70.3686679   87.08530371 108.1445473 ]
WOMEN-Pants-id_00004019-04_1_front.png,[136.47496992 110.35060417 117.90147513]
WOMEN-Pants-id_00004063-03_1_front.png,[69.47552851 74.65240231 80.95384369]
WOMEN-Pants-id_00004063-04_1_front.png,[82.39784457 54.80651175 64.62391433]
WOMEN-Pants-id_00004070-08_1_front.png,[35.05952726 56.61225969 58.03134963]
WOMEN-Pants-id_00004072-02_1_front.png,[144.56464703 144.39097173 146.50928083]
WOMEN-Pants-id_00004087-03_1_front.png,[41.03346339 38.86792641 44.45296614]
WOMEN-Pants-id_00004094-01_1_front.png,[29.62141383 25.16591918 24.29472485]
WOMEN-Pants-id_00004121-02_1_front.png,[118.73794937 116.9261519  112.27926582]
WOMEN-Pants-id_00004137-02_1_front.png,[30.32107967 21.64209631 18.03105698]
WOMEN-Pants-id_00004163-03_1_front.png,[218.75420863 218.47189525 220.10100705]
WOMEN-Pants-id_00004223-02_1_front.png,[195.28680029  74.37727526  49.57728382]
WOMEN-Pants-id_00004229-01_1_front.png,[ 92.35341345 117.15134893 144.68032215]
WOMEN-Pants-id_00004248-01_1_front.png,[234.25142618 233.87672104 235.14897532]
WOMEN-Pants-id_00004253-06_1_front.png,[ 8.79618254 77.95828309 95.9592252 ]
WOMEN-Pants-id_00004253-07_1_front.png,[147.56060229  21.76192622  35.97647388]
WOMEN-Pants-id_00004264-02_1_front.png,[172.21453454 170.7451065  172.6380134 ]
WOMEN-Pants-id_00004271-03_4_full.png,[41.60960951 32.85222895 22.96881543]
WOMEN-Pants-id_00004271-04_4_full.png,[38.47486798 37.57854057 50.58646183]
WOMEN-Pants-id_00004323-02_7_additional.png,[60.98940202 32.84128182 19.3003359 ]
WOMEN-Pants-id_00004409-04_4_full.png,[21.11679135 14.26828257 12.23857648]
WOMEN-Pants-id_00004506-02_1_front.png,[220.12801103 218.94112044 215.05346535]
WOMEN-Pants-id_00004526-02_1_front.png,[203.81368736 202.12574929 201.95332319]
WOMEN-Pants-id_00004553-03_1_front.png,[174.26798724 153.76607285 134.37125764]
WOMEN-Pants-id_00004553-04_1_front.png,[20.91064038 27.51976536 41.17011569]
WOMEN-Pants-id_00004621-03_1_front.png,[64.81460597 59.38650608 65.42369884]
WOMEN-Pants-id_00004621-07_1_front.png,[37.80995199 38.28179834 37.35082933]
WOMEN-Pants-id_00004621-08_1_front.png,[135.30456799 100.0259943   61.04797974]
WOMEN-Pants-id_00004754-03_1_front.png,[31.89142995 32.11239956 32.49754105]
WOMEN-Pants-id_00004754-03_2_side.png,[33.18988235 34.87388226 36.48326215]
WOMEN-Pants-id_00004754-04_1_front.png,[196.75972321 174.9812342  155.26524924]
WOMEN-Pants-id_00004762-02_1_front.png,[187.72622357 189.05090305 184.63297798]
WOMEN-Pants-id_00004866-02_1_front.png,[22.18147603 20.64809048 14.68110349]
WOMEN-Pants-id_00004908-02_1_front.png,[235.07042027 228.46585569 216.2281719 ]
WOMEN-Pants-id_00005000-06_1_front.png,[95.66448051 34.10615473 39.24668369]
WOMEN-Pants-id_00005000-06_2_side.png,[99.80480918 37.1861154  42.10925177]
WOMEN-Pants-id_00005000-07_1_front.png,[203.24586439 183.51137975 151.36709689]
WOMEN-Pants-id_00005000-09_2_side.png,[133.34922926 131.31740269 137.49622069]
WOMEN-Pants-id_00005088-02_1_front.png,[26.68832824 22.37215525 24.56160093]
WOMEN-Pants-id_00005122-01_1_front.png,[155.86343622  97.6467446   84.78067097]
WOMEN-Pants-id_00005171-01_1_front.png,[231.28259851 228.24911381 224.04902593]
WOMEN-Pants-id_00005314-01_1_front.png,[202.07875763 199.88429998 197.28472387]
WOMEN-Pants-id_00005352-02_1_front.png,[56.04853372 54.07114602 57.83416378]
WOMEN-Pants-id_00005394-02_1_front.png,[37.65278628 36.79842205 42.58913276]
WOMEN-Pants-id_00005401-02_3_back.png,[22.91764226 22.27015631 16.97864941]
WOMEN-Pants-id_00005401-02_7_additional.png,[22.50537606 21.32785969 16.3032416 ]
WOMEN-Pants-id_00005438-03_1_front.png,[35.83091455 36.10006886 36.09148076]
WOMEN-Pants-id_00005452-03_1_front.png,[25.10239961 23.76454456 23.81726249]
WOMEN-Pants-id_00005452-04_1_front.png,[34.67982537 22.88116174 31.90532702]
WOMEN-Pants-id_00005526-01_1_front.png,[25.47425621 18.74556334 26.29964208]
WOMEN-Pants-id_00005554-02_2_side.png,[224.44860467 213.18611009 198.9801287 ]
WOMEN-Pants-id_00005566-02_1_front.png,[70.64406854 35.26537096 46.16705377]
WOMEN-Pants-id_00005640-02_1_front.png,[34.4815123  31.41579984 27.40717317]
WOMEN-Pants-id_00005646-01_1_front.png,[26.36841007 25.71842989 25.48211045]
WOMEN-Pants-id_00005646-01_2_side.png,[25.71902704 25.21921977 25.32918467]
WOMEN-Pants-id_00005646-01_7_additional.png,[26.62432883 26.0674039  26.19280528]
WOMEN-Pants-id_00005659-02_1_front.png,[95.10297139 72.5167536  56.10015278]
WOMEN-Pants-id_00005705-02_1_front.png,[32.7521425  33.11340084 32.29963347]
WOMEN-Pants-id_00005705-03_1_front.png,[237.1656205  223.70572199 221.02015909]
WOMEN-Pants-id_00005796-04_1_front.png,[206.78647229 189.25470246 164.0336402 ]
WOMEN-Pants-id_00005796-05_1_front.png,[ 49.24930111  60.70845499 107.13702346]
WOMEN-Pants-id_00005796-06_1_front.png,[127.48234603 111.45990596  85.86344935]
WOMEN-Pants-id_00005796-07_1_front.png,[234.54252923 231.34853472 225.91440739]
WOMEN-Pants-id_00005880-02_1_front.png,[44.15960736 30.93567525 22.22725802]
WOMEN-Pants-id_00005914-04_1_front.png,[61.27912981 54.05641927 46.03151495]
WOMEN-Pants-id_00005920-01_1_front.png,[40.89502585 53.57717953 89.25405598]
WOMEN-Pants-id_00005925-02_1_front.png,[44.56684456 41.71889856 47.23244237]
WOMEN-Pants-id_00005959-04_1_front.png,[97.5976359  85.99567483 93.44200334]
WOMEN-Pants-id_00005959-05_1_front.png,[62.82863425 65.87265852 84.71722804]
WOMEN-Pants-id_00005959-06_1_front.png,[195.76698289  59.35560928  68.58189893]
WOMEN-Pants-id_00005974-01_1_front.png,[158.83455011 157.81934439 163.17110671]
WOMEN-Pants-id_00005980-04_1_front.png,[28.46236236 27.89856872 23.35746545]
WOMEN-Pants-id_00005980-06_1_front.png,[26.40393323 22.161633   32.93083889]
WOMEN-Pants-id_00006000-01_1_front.png,[37.59991699 38.22327728 41.44215266]
WOMEN-Pants-id_00006000-02_1_front.png,[204.33252475 185.03219641 170.9585171 ]
WOMEN-Pants-id_00006042-02_1_front.png,[203.2306894  202.12833374 203.8524335 ]
WOMEN-Pants-id_00006057-01_1_front.png,[203.72362756 201.85408848 201.99434615]
WOMEN-Pants-id_00006105-02_1_front.png,[237.30872345 169.8561927  101.98785342]
WOMEN-Pants-id_00006111-01_1_front.png,[166.55857602 125.06671268 128.69433752]
WOMEN-Pants-id_00006218-03_1_front.png,[54.58271804 26.87857488 25.06574238]
WOMEN-Pants-id_00006220-01_1_front.png,[157.72098102 158.54937745 163.85836931]
WOMEN-Pants-id_00006229-03_1_front.png,[200.25625284 191.2297445  188.57066927]
WOMEN-Pants-id_00006250-03_1_front.png,[26.56951673 35.11174045 97.51151065]
WOMEN-Pants-id_00006268-01_1_front.png,[212.51360266 213.26979639 217.06495052]
WOMEN-Pants-id_00006341-01_1_front.png,[156.4645871  119.57978985 116.67947792]
WOMEN-Pants-id_00006346-04_4_full.png,[45.02852702 37.41636853 38.50239177]
WOMEN-Pants-id_00006430-02_1_front.png,[35.18339076 31.36142146 30.91552678]
WOMEN-Pants-id_00006430-02_7_additional.png,[50.30740499 45.36819931 45.991687  ]
WOMEN-Pants-id_00006430-03_1_front.png,[71.57824045 63.53899309 56.20039487]
WOMEN-Pants-id_00006457-02_4_full.png,[37.95600824 31.84903456 33.06771884]
WOMEN-Pants-id_00006512-03_1_front.png,[105.39757406 103.86892328 106.22645272]
WOMEN-Pants-id_00006521-03_1_front.png,[75.60528978 23.06810233 22.44726116]
WOMEN-Pants-id_00006534-02_1_front.png,[31.29200175 31.14618223 25.10802326]
WOMEN-Pants-id_00006557-04_1_front.png,[117.99844893  45.38792101  53.71993408]
WOMEN-Pants-id_00006594-01_1_front.png,[15.29240953 22.6823058  35.3116837 ]
WOMEN-Pants-id_00006692-05_1_front.png,[171.61483732  39.21824279  42.81566368]
WOMEN-Pants-id_00006692-06_1_front.png,[148.91501475 141.88563971 122.6513581 ]
WOMEN-Pants-id_00006692-07_1_front.png,[200.3356256  122.77686156   9.85415565]
WOMEN-Pants-id_00006794-02_1_front.png,[67.26128258 69.53968357 73.64041629]
WOMEN-Pants-id_00006794-03_1_front.png,[130.8530051   71.42821617  86.44560311]
WOMEN-Pants-id_00006897-01_1_front.png,[223.87243884 222.30393731 213.99814023]
WOMEN-Pants-id_00006897-02_1_front.png,[237.53350415 199.695331   182.26536606]
WOMEN-Pants-id_00006980-05_1_front.png,[44.8859712  40.64781008 41.93979892]
WOMEN-Pants-id_00007042-02_1_front.png,[231.51650962 237.86053691 240.21927173]
WOMEN-Pants-id_00007042-03_1_front.png,[204.24306279  14.75439371  33.58655833]
WOMEN-Pants-id_00007061-04_4_full.png,[32.63824269 32.40191601 31.51405071]
WOMEN-Pants-id_00007085-02_1_front.png,[227.03528804 220.01304123 218.43427012]
WOMEN-Pants-id_00007135-02_1_front.png,[31.26440144 25.89522134 20.59534817]
WOMEN-Pants-id_00007136-02_1_front.png,[51.90908473 32.88814089 29.31796546]
WOMEN-Pants-id_00007139-05_1_front.png,[106.50634281  96.85007482  71.82283872]
WOMEN-Pants-id_00007139-06_1_front.png,[169.88078801  10.57337969  34.31576856]
WOMEN-Pants-id_00007168-04_1_front.png,[29.69751202 28.96741286 28.24693308]
WOMEN-Pants-id_00007168-05_1_front.png,[139.2458536  134.0984961  132.25151102]
WOMEN-Pants-id_00007168-06_1_front.png,[166.43053847  40.64573761  43.74715347]
WOMEN-Pants-id_00007217-02_1_front.png,[31.73126815 33.28053471 31.53731287]
WOMEN-Pants-id_00007217-03_1_front.png,[50.39867133 26.19413887 20.26509036]
WOMEN-Pants-id_00007278-02_1_front.png,[170.51079507 170.3066775  172.17152919]
WOMEN-Pants-id_00007315-04_1_front.png,[36.1622785  35.85027103 37.39322644]
WOMEN-Pants-id_00007315-05_1_front.png,[70.61574219 68.69156845 75.91789335]
WOMEN-Pants-id_00007348-02_1_front.png,[42.27186174 36.45327579 37.4907663 ]
WOMEN-Pants-id_00007367-01_1_front.png,[45.87104424 63.80547146 88.48694196]
WOMEN-Pants-id_00007367-02_1_front.png,[100.15172562 142.97043781 179.43242117]
WOMEN-Pants-id_00007388-02_1_front.png,[20.36333939 18.79427456 17.22928828]
WOMEN-Pants-id_00007393-01_1_front.png,[210.30724807 216.62150754 221.89016637]
WOMEN-Pants-id_00007403-03_1_front.png,[21.89241107 28.21383673 52.02437075]
WOMEN-Pants-id_00007458-02_1_front.png,[39.93578827 25.85970735 35.75669053]
WOMEN-Pants-id_00007481-01_1_front.png,[21.59025414 18.42131383 14.98887557]
WOMEN-Pants-id_00007518-02_1_front.png,[135.60335308  55.06491869  68.78073869]
WOMEN-Pants-id_00007526-01_1_front.png,[232.59612758 230.29068916 228.28221575]
WOMEN-Pants-id_00007556-07_1_front.png,[  2.21826211 130.59162393 161.18575499]
WOMEN-Pants-id_00007556-11_1_front.png,[89.10656071 87.43768155 99.95909152]
WOMEN-Pants-id_00007556-14_3_back.png,[ 36.20200593  44.08559158 126.18737599]
WOMEN-Pants-id_00007562-02_1_front.png,[43.06295279 40.07666357 36.61527649]
WOMEN-Pants-id_00007562-04_1_front.png,[109.16759318 105.143443    90.2108448 ]
WOMEN-Pants-id_00007657-04_1_front.png,[73.0220399  53.17961712 29.83908462]
WOMEN-Pants-id_00007682-07_1_front.png,[122.31857361 109.67544272  88.62554345]
WOMEN-Pants-id_00007682-08_2_side.png,[74.98639299  2.61985368  3.75492291]
WOMEN-Pants-id_00007802-08_1_front.png,[248.78493882 247.75979987 244.99369062]
WOMEN-Pants-id_00007872-03_1_front.png,[113.52196527 143.53154468 171.5449783 ]
WOMEN-Pants-id_00007963-02_1_front.png,[30.79365347 27.07241856 21.05417482]
WOMEN-Shorts-id_00000022-02_1_front.png,[244.60073826 245.52073139 247.67563739]
WOMEN-Shorts-id_00000022-02_4_full.png,[218.56979431 219.61751791 222.06459441]
WOMEN-Shorts-id_00000066-02_1_front.png,[215.93247556 208.2195361  204.51597015]
WOMEN-Shorts-id_00000103-03_1_front.png,[248.45482577  86.23953537  39.05093981]
WOMEN-Shorts-id_00000103-04_1_front.png,[240.69740382 226.34588677 225.41626525]
WOMEN-Shorts-id_00000103-05_1_front.png,[ 35.77894533 198.13920124 182.27022102]
WOMEN-Shorts-id_00000128-01_1_front.png,[27.1394124  24.82583777 27.19259565]
WOMEN-Shorts-id_00000144-01_1_front.png,[45.06806892 43.73855169 44.75003881]
WOMEN-Shorts-id_00000144-01_4_full.png,[43.04046804 42.60323949 43.91558939]
WOMEN-Shorts-id_00000144-02_4_full.png,[163.85842325 141.58959868  96.05092196]
WOMEN-Shorts-id_00000144-03_1_front.png,[ 42.60856669 109.9283664  155.87657077]
WOMEN-Shorts-id_00000144-03_4_full.png,[ 57.19697664 117.40403115 160.69476256]
WOMEN-Shorts-id_00000148-02_4_full.png,[56.90137175 27.18694126 25.03420319]
WOMEN-Shorts-id_00000148-03_1_front.png,[33.72534455 31.63553209 45.38190245]
WOMEN-Shorts-id_00000156-01_4_full.png,[23.96813468 23.2126359  23.58835613]
WOMEN-Shorts-id_00000176-01_1_front.png,[22.78482229 23.3221771  18.31213431]
WOMEN-Shorts-id_00000214-01_1_front.png,[41.50355128 36.25004932 32.33626642]
WOMEN-Shorts-id_00000214-01_7_additional.png,[36.39164381 32.83035903 28.79320532]
WOMEN-Shorts-id_00000251-02_1_front.png,[34.71638555 30.16432511 29.96719493]
WOMEN-Shorts-id_00000308-01_1_front.png,[55.30315454 38.65174609 37.58038298]
WOMEN-Shorts-id_00000308-01_4_full.png,[45.21931359 32.38355751 29.4526811 ]
WOMEN-Shorts-id_00000322-04_1_front.png,[178.1914199   38.80242669  41.89212769]
WOMEN-Shorts-id_00000322-05_1_front.png,[110.63232317  92.94386847  68.1191338 ]
WOMEN-Shorts-id_00000322-06_4_full.png,[227.75461151 168.74692566  52.56036892]
WOMEN-Shorts-id_00000325-04_1_front.png,[49.75116751 42.75479975 20.16411151]
WOMEN-Shorts-id_00000326-01_1_front.png,[174.8571945  187.690094   199.75864064]
WOMEN-Shorts-id_00000382-02_1_front.png,[183.5337785  200.27600313 225.76219696]
WOMEN-Shorts-id_00000431-02_1_front.png,[69.64345946 68.61737009 69.3815812 ]
WOMEN-Shorts-id_00000431-03_1_front.png,[ 69.58095394  95.55450758 131.74379798]
WOMEN-Shorts-id_00000431-04_4_full.png,[134.56359354 151.13313145 166.18186406]
WOMEN-Shorts-id_00000456-02_1_front.png,[34.00773322 36.85087929 42.18185008]
WOMEN-Shorts-id_00000466-01_1_front.png,[188.34922136  11.32026762  37.58126658]
WOMEN-Shorts-id_00000489-05_1_front.png,[196.23481276 199.5468516  208.47966713]
WOMEN-Shorts-id_00000522-01_1_front.png,[28.57796035 27.63809014 26.23670894]
WOMEN-Shorts-id_00000526-02_1_front.png,[197.27205141 212.33358535 222.88062836]
WOMEN-Shorts-id_00000543-05_1_front.png,[53.01799822 49.89352797 69.57944854]
WOMEN-Shorts-id_00000566-01_1_front.png,[213.12519512 207.70265363 203.49128731]
WOMEN-Shorts-id_00000580-02_1_front.png,[124.30760288 123.44893214 134.68522271]
WOMEN-Shorts-id_00000580-02_4_full.png,[218.43322454 217.10557517 220.0499567 ]
WOMEN-Shorts-id_00000625-03_1_front.png,[38.01053997 35.34720459 40.82275923]
WOMEN-Shorts-id_00000625-04_1_front.png,[140.98659162  37.7506282   75.89422052]
WOMEN-Shorts-id_00000625-04_3_back.png,[132.58676817  33.96158502  68.69142193]
WOMEN-Shorts-id_00000640-02_1_front.png,[ 52.98061531  67.33967191 102.11449168]
WOMEN-Shorts-id_00000681-03_1_front.png,[64.32662639 60.99096615 62.51870319]
WOMEN-Shorts-id_00000681-03_4_full.png,[82.7285965  75.682493   76.41241759]
WOMEN-Shorts-id_00000681-04_1_front.png,[217.95712703 204.8715598  179.26427908]
WOMEN-Shorts-id_00000707-03_4_full.png,[41.13073048 34.71360202 31.30947103]
WOMEN-Shorts-id_00000707-04_1_front.png,[209.2491685  230.28901337 245.12710233]
WOMEN-Shorts-id_00000722-01_1_front.png,[186.17555107 160.50597172 143.24874857]
WOMEN-Shorts-id_00000748-01_1_front.png,[221.83546242 226.06789307 231.05299523]
WOMEN-Shorts-id_00000761-03_1_front.png,[35.39629339 38.25512886 42.7016274 ]
WOMEN-Shorts-id_00000761-04_1_front.png,[140.83757315 163.14102784 178.38412947]
WOMEN-Shorts-id_00000761-04_4_full.png,[43.32410092 40.79427549 38.77336377]
WOMEN-Shorts-id_00000805-01_1_front.png,[35.78883635 29.81581739 24.17149865]
WOMEN-Shorts-id_00000805-01_4_full.png,[33.58398232 26.75252578 21.37123763]
WOMEN-Shorts-id_00000812-03_1_front.png,[127.7381905  156.2622586  182.66753766]
WOMEN-Shorts-id_00000812-03_4_full.png,[159.4071737  182.63419842 203.47606396]
WOMEN-Shorts-id_00000812-04_4_full.png,[114.50485981 160.45046729 199.22919626]
WOMEN-Shorts-id_00000869-02_1_front.png,[37.81972262 36.11866388 35.3231281 ]
WOMEN-Shorts-id_00000885-01_1_front.png,[56.4755396 38.7706089 48.8569829]
WOMEN-Shorts-id_00000942-01_1_front.png,[224.93969734 223.6647432  227.42123968]
WOMEN-Shorts-id_00000944-03_1_front.png,[38.85333406 44.21359144 57.45438749]
WOMEN-Shorts-id_00000944-04_1_front.png,[135.79562374 144.14370695 139.71126418]
WOMEN-Shorts-id_00000967-01_4_full.png,[32.74949174 30.21121347 27.40616264]
WOMEN-Shorts-id_00001081-03_1_front.png,[239.73843443 238.12959813 237.56195134]
WOMEN-Shorts-id_00001103-01_1_front.png,[27.32193921 26.32154468 22.80489537]
WOMEN-Shorts-id_00001103-04_4_full.png,[129.64906385 142.48810095 135.83464783]
